time,y,band,x,spatial_ref,Corn3_prepped_inputs_mod21a1d_catd
2022-07-16,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-16,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-17,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-17,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-17,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-18,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-18,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-18,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-19,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-19,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-19,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-20,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-20,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-20,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-21,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-21,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-21,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-22,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-22,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-22,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-23,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-23,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-23,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-24,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-24,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-24,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-25,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-25,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-25,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-26,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-26,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-26,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-27,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-27,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-27,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-28,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-28,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-28,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-29,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-29,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-29,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-30,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-30,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-30,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-07-31,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-07-31,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-07-31,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-01,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-01,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-01,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-02,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-02,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-02,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-03,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-03,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-03,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-04,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-04,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-04,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-05,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-05,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-05,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-06,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-06,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-06,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-07,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-07,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-07,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-08,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-08,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-08,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-09,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-09,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-09,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-10,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-10,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-10,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-11,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-11,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-11,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-12,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-12,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-12,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-13,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-13,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-13,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-14,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-14,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-14,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-15,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-15,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-15,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-16,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-16,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-16,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-17,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-17,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-17,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-18,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-18,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-18,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-19,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-19,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-19,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-20,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-20,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-20,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-21,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-21,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-21,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-22,4218331.140033628,1.0,629271.6446770779,0.0,19.150003662109384
2022-08-22,4219257.765466684,1.0,629271.6446770779,0.0,18.769998779296884
2022-08-22,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-23,4219257.765466684,1.0,629271.6446770779,0.0,21.05998046875004
2022-08-23,4218331.140033628,1.0,629271.6446770779,0.0,20.43998535156254
2022-08-23,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-24,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-24,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-24,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-25,4219257.765466684,1.0,629271.6446770779,0.0,22.239993896484407
2022-08-25,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-25,4218331.140033628,1.0,629271.6446770779,0.0,22.099979248046907
2022-08-26,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-26,4218331.140033628,1.0,629271.6446770779,0.0,21.76998413085937
2022-08-26,4219257.765466684,1.0,629271.6446770779,0.0,21.76998413085937
2022-08-27,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-27,4219257.765466684,1.0,629271.6446770779,0.0,21.339998779296877
2022-08-27,4218331.140033628,1.0,629271.6446770779,0.0,22.239992675781252
2022-08-28,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-28,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-28,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-29,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-08-29,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-29,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-08-30,4218331.140033628,1.0,629271.6446770779,0.0,19.27998046875001
2022-08-30,4219257.765466684,1.0,629271.6446770779,0.0,19.460003662109386
2022-08-30,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-31,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-08-31,4219257.765466684,1.0,629271.6446770779,0.0,15.619996337890655
2022-08-31,4218331.140033628,1.0,629271.6446770779,0.0,15.619996337890655
2022-09-01,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-01,4218331.140033628,1.0,629271.6446770779,0.0,23.08000000000004
2022-09-01,4219257.765466684,1.0,629271.6446770779,0.0,22.599989013671916
2022-09-02,4218331.140033628,1.0,629271.6446770779,0.0,23.189992675781298
2022-09-02,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-02,4219257.765466684,1.0,629271.6446770779,0.0,22.549978027343798
2022-09-03,4219257.765466684,1.0,629271.6446770779,0.0,20.57998168945312
2022-09-03,4218331.140033628,1.0,629271.6446770779,0.0,20.71999633789062
2022-09-03,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-04,4218331.140033628,1.0,629271.6446770779,0.0,26.05999023437505
2022-09-04,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-04,4219257.765466684,1.0,629271.6446770779,0.0,23.779991455078175
2022-09-05,4218331.140033628,1.0,629271.6446770779,0.0,18.769981689453175
2022-09-05,4219257.765466684,1.0,629271.6446770779,0.0,24.07000000000005
2022-09-05,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-06,4219257.765466684,1.0,629271.6446770779,0.0,29.019996337890632
2022-09-06,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-06,4218331.140033628,1.0,629271.6446770779,0.0,26.139991455078132
2022-09-07,4218331.140033628,1.0,629271.6446770779,0.0,22.029997558593777
2022-09-07,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-07,4219257.765466684,1.0,629271.6446770779,0.0,22.029997558593777
2022-09-08,4218331.140033628,1.0,629271.6446770779,0.0,28.539982910156255
2022-09-08,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-08,4219257.765466684,1.0,629271.6446770779,0.0,29.13998901367188
2022-09-09,4218331.140033628,1.0,629271.6446770779,0.0,17.719981689453164
2022-09-09,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-09,4219257.765466684,1.0,629271.6446770779,0.0,15.680003662109414
2022-09-10,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-10,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-10,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-11,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-11,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-11,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-12,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-12,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-12,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-13,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-13,4218331.140033628,1.0,629271.6446770779,0.0,19.230000000000018
2022-09-13,4219257.765466684,1.0,629271.6446770779,0.0,19.369984130859393
2022-09-14,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-14,4219257.765466684,1.0,629271.6446770779,0.0,17.740003662109416
2022-09-14,4218331.140033628,1.0,629271.6446770779,0.0,17.740003662109416
2022-09-15,4218331.140033628,1.0,629271.6446770779,0.0,23.829998779296886
2022-09-15,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-15,4219257.765466684,1.0,629271.6446770779,0.0,23.16999511718751
2022-09-16,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-16,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-16,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-17,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-17,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-17,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-18,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-18,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-18,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-19,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-19,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-19,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-20,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-20,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-20,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-21,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-21,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-21,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-22,4218331.140033628,1.0,629271.6446770779,0.0,20.610000000000014
2022-09-22,4219257.765466684,1.0,629271.6446770779,0.0,20.610000000000014
2022-09-22,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-23,4219257.765466684,1.0,629271.6446770779,0.0,22.239993896484407
2022-09-23,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-23,4218331.140033628,1.0,629271.6446770779,0.0,22.239993896484407
2022-09-24,4218331.140033628,1.0,629271.6446770779,0.0,30.289982910156255
2022-09-24,4219257.765466684,1.0,629271.6446770779,0.0,29.03000366210938
2022-09-24,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-25,4219257.765466684,1.0,629271.6446770779,0.0,NA
2022-09-25,4218331.140033628,1.0,629271.6446770779,0.0,NA
2022-09-25,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-26,4218331.140033628,1.0,629271.6446770779,0.0,27.149992675781277
2022-09-26,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-26,4219257.765466684,1.0,629271.6446770779,0.0,27.149992675781277
2022-09-27,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-27,4219257.765466684,1.0,629271.6446770779,0.0,25.540007324218777
2022-09-27,4218331.140033628,1.0,629271.6446770779,0.0,25.540007324218777
2022-09-28,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-28,4219257.765466684,1.0,629271.6446770779,0.0,19.859980468749995
2022-09-28,4218331.140033628,1.0,629271.6446770779,0.0,21.379999999999995
2022-09-29,4219257.765466684,1.0,629271.6446770779,0.0,23.90999877929687
2022-09-29,4218331.140033628,1.0,629271.6446770779,0.0,23.570002441406245
2022-09-29,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-30,4218519.856725971,1.0,629271.6446770779,0.0,NA
2022-09-30,4218331.140033628,1.0,629271.6446770779,0.0,25.399997558593782
2022-09-30,4219257.765466684,1.0,629271.6446770779,0.0,23.340000000000032
