time,band,x,y,spatial_ref,pnt_catd
2022-06-01,1,629290.0,4219090.0,0,23.44333984375004
2022-06-02,1,629290.0,4219090.0,0,9.652062988281273
2022-06-03,1,629290.0,4219090.0,0,3.5819311523437705
2022-06-06,1,629290.0,4219090.0,0,37.182194824218755
2022-06-07,1,629290.0,4219090.0,0,29.46176635742188
2022-06-08,1,629290.0,4219090.0,0,34.01554809570314
2022-06-09,1,629290.0,4219090.0,0,34.53519165039063
2022-06-10,1,629290.0,4219090.0,0,29.037888183593793
2022-06-11,1,629290.0,4219090.0,0,27.590665283203123
2022-06-14,1,629290.0,4219090.0,0,10.137459716796911
2022-06-15,1,629290.0,4219090.0,0,15.986791992187534
2022-06-16,1,629290.0,4219090.0,0,7.0692492675781295
2022-06-17,1,629290.0,4219090.0,0,5.765482177734384
2022-06-18,1,629290.0,4219090.0,0,13.633338623046882
2022-06-19,1,629290.0,4219090.0,0,9.496745605468789
2022-06-22,1,629290.0,4219090.0,0,8.985716552734402
2022-06-23,1,629290.0,4219090.0,0,20.460751953124998
2022-06-24,1,629290.0,4219090.0,0,23.853747558593795
2022-06-25,1,629290.0,4219090.0,0,22.815688476562514
2022-06-26,1,629290.0,4219090.0,0,22.335305175781286
2022-06-27,1,629290.0,4219090.0,0,21.359046630859382
2022-06-30,1,629290.0,4219090.0,0,18.52970458984379
2022-07-01,1,629290.0,4219090.0,0,23.978249511718786
2022-07-02,1,629290.0,4219090.0,0,17.509182128906275
2022-07-03,1,629290.0,4219090.0,0,21.65604980468754
2022-07-04,1,629290.0,4219090.0,0,19.939798583984384
2022-07-05,1,629290.0,4219090.0,0,20.582170410156266
2022-07-08,1,629290.0,4219090.0,0,26.902550048828175
2022-07-09,1,629290.0,4219090.0,0,22.090590820312514
2022-07-10,1,629290.0,4219090.0,0,24.979582519531277
2022-07-11,1,629290.0,4219090.0,0,22.689329833984402
2022-07-12,1,629290.0,4219090.0,0,17.526395263671873
2022-07-13,1,629290.0,4219090.0,0,23.413154296875007
2022-07-16,1,629290.0,4219090.0,0,19.850015869140634
2022-07-17,1,629290.0,4219090.0,0,16.1657641601563
2022-07-18,1,629290.0,4219090.0,0,17.201357421875002
2022-07-19,1,629290.0,4219090.0,0,15.273770751953123
2022-07-20,1,629290.0,4219090.0,0,17.572420654296877
2022-07-21,1,629290.0,4219090.0,0,16.775084228515652
2022-07-24,1,629290.0,4219090.0,0,13.882791748046884
2022-07-25,1,629290.0,4219090.0,0,11.761552734375016
2022-07-26,1,629290.0,4219090.0,0,15.404976806640661
2022-07-27,1,629290.0,4219090.0,0,15.076138916015623
2022-07-28,1,629290.0,4219090.0,0,NA
2022-07-29,1,629290.0,4219090.0,0,15.651649169921882
2022-08-01,1,629290.0,4219090.0,0,NA
2022-08-02,1,629290.0,4219090.0,0,8.629042968750014
2022-08-03,1,629290.0,4219090.0,0,5.690273437500025
2022-08-04,1,629290.0,4219090.0,0,3.003950195312541
2022-08-05,1,629290.0,4219090.0,0,4.929354248046877
2022-08-06,1,629290.0,4219090.0,0,4.8610754394531455
2022-08-09,1,629290.0,4219090.0,0,18.515274658203168
2022-08-10,1,629290.0,4219090.0,0,18.797368164062505
2022-08-11,1,629290.0,4219090.0,0,16.21741699218751
2022-08-12,1,629290.0,4219090.0,0,19.544602050781293
2022-08-13,1,629290.0,4219090.0,0,19.523460693359425
2022-08-14,1,629290.0,4219090.0,0,17.935240478515652
2022-08-17,1,629290.0,4219090.0,0,16.91114257812501
2022-08-18,1,629290.0,4219090.0,0,17.697973632812534
2022-08-19,1,629290.0,4219090.0,0,21.154702148437536
2022-08-20,1,629290.0,4219090.0,0,18.934520263671914
2022-08-21,1,629290.0,4219090.0,0,13.634938964843741
2022-08-22,1,629290.0,4219090.0,0,21.22886230468754
2022-08-25,1,629290.0,4219090.0,0,21.16969970703127
2022-08-26,1,629290.0,4219090.0,0,21.261774902343745
2022-08-27,1,629290.0,4219090.0,0,19.868309326171925
2022-08-28,1,629290.0,4219090.0,0,20.14079467773439
2022-08-29,1,629290.0,4219090.0,0,16.327939453124998
2022-08-30,1,629290.0,4219090.0,0,24.89281860351565
2022-09-02,1,629290.0,4219090.0,0,10.476644287109366
2022-09-03,1,629290.0,4219090.0,0,18.15024291992188
2022-09-04,1,629290.0,4219090.0,0,17.407814941406286
2022-09-05,1,629290.0,4219090.0,0,11.077689208984395
2022-09-06,1,629290.0,4219090.0,0,15.861754150390652
2022-09-07,1,629290.0,4219090.0,0,11.354863281250005
2022-09-10,1,629290.0,4219090.0,0,17.133518066406282
2022-09-11,1,629290.0,4219090.0,0,34.7108142089844
2022-09-12,1,629290.0,4219090.0,0,36.189875488281245
2022-09-13,1,629290.0,4219090.0,0,22.380368652343748
2022-09-14,1,629290.0,4219090.0,0,24.969599609374995
2022-09-15,1,629290.0,4219090.0,0,27.429694824218757
2022-09-18,1,629290.0,4219090.0,0,12.24769897460942
2022-09-19,1,629290.0,4219090.0,0,15.010744628906252
2022-09-20,1,629290.0,4219090.0,0,13.064034423828161
2022-09-21,1,629290.0,4219090.0,0,16.489985351562495
2022-09-22,1,629290.0,4219090.0,0,13.480541992187511
2022-09-23,1,629290.0,4219090.0,0,13.244057617187536
2022-09-26,1,629290.0,4219090.0,0,19.866292724609423
2022-09-27,1,629290.0,4219090.0,0,19.58535278320312
2022-09-28,1,629290.0,4219090.0,0,20.7482836914063
2022-09-29,1,629290.0,4219090.0,0,21.43029418945315
2022-09-30,1,629290.0,4219090.0,0,17.869422607421882
