time,band,x,y,spatial_ref,pnt_catd
2022-06-01,1,628530.0,4218570.0,0,24.27195312500004
2022-06-02,1,628530.0,4218570.0,0,9.118829345703148
2022-06-03,1,628530.0,4218570.0,0,5.2709265136718955
2022-06-06,1,628530.0,4218570.0,0,33.67209350585938
2022-06-07,1,628530.0,4218570.0,0,23.03891479492188
2022-06-08,1,628530.0,4218570.0,0,29.520339355468764
2022-06-09,1,628530.0,4218570.0,0,29.42361938476563
2022-06-10,1,628530.0,4218570.0,0,24.044266357421918
2022-06-11,1,628530.0,4218570.0,0,23.580747070312498
2022-06-14,1,628530.0,4218570.0,0,9.520638427734411
2022-06-15,1,628530.0,4218570.0,0,15.520544433593784
2022-06-16,1,628530.0,4218570.0,0,8.205388183593755
2022-06-17,1,628530.0,4218570.0,0,-0.8838098144531159
2022-06-18,1,628530.0,4218570.0,0,13.188972167968757
2022-06-19,1,628530.0,4218570.0,0,7.563792724609414
2022-06-22,1,628530.0,4218570.0,0,10.602019042968777
2022-06-23,1,628530.0,4218570.0,0,22.467130126953123
2022-06-24,1,628530.0,4218570.0,0,21.149951171875045
2022-06-25,1,628530.0,4218570.0,0,19.89414916992189
2022-06-26,1,628530.0,4218570.0,0,18.83954711914066
2022-06-27,1,628530.0,4218570.0,0,18.791877441406257
2022-06-30,1,628530.0,4218570.0,0,9.920054931640664
2022-07-01,1,628530.0,4218570.0,0,15.451973876953161
2022-07-02,1,628530.0,4218570.0,0,8.584865722656275
2022-07-03,1,628530.0,4218570.0,0,13.146925048828166
2022-07-04,1,628530.0,4218570.0,0,12.467722167968759
2022-07-05,1,628530.0,4218570.0,0,11.622301025390641
2022-07-08,1,628530.0,4218570.0,0,10.752037353515675
2022-07-09,1,628530.0,4218570.0,0,5.925673828125014
2022-07-10,1,628530.0,4218570.0,0,9.606749267578152
2022-07-11,1,628530.0,4218570.0,0,7.003447265625027
2022-07-12,1,628530.0,4218570.0,0,2.1424841308593727
2022-07-13,1,628530.0,4218570.0,0,7.734351806640632
2022-07-16,1,628530.0,4218570.0,0,5.750009765625009
2022-07-17,1,628530.0,4218570.0,0,2.31987792968755
2022-07-18,1,628530.0,4218570.0,0,3.5051293945312523
2022-07-19,1,628530.0,4218570.0,0,2.2189916992187477
2022-07-20,1,628530.0,4218570.0,0,3.1992517089843773
2022-07-21,1,628530.0,4218570.0,0,2.9378344726562773
2022-07-24,1,628530.0,4218570.0,0,2.472055664062509
2022-07-25,1,628530.0,4218570.0,0,0.028062744140640916
2022-07-26,1,628530.0,4218570.0,0,3.9586877441406614
2022-07-27,1,628530.0,4218570.0,0,3.5508093261718727
2022-07-28,1,628530.0,4218570.0,0,NA
2022-07-29,1,628530.0,4218570.0,0,4.299537353515632
2022-08-01,1,628530.0,4218570.0,0,NA
2022-08-02,1,628530.0,4218570.0,0,-19.911423339843736
2022-08-03,1,628530.0,4218570.0,0,-23.116550292968725
2022-08-04,1,628530.0,4218570.0,0,-25.604112548828084
2022-08-05,1,628530.0,4218570.0,0,-23.605039062499998
2022-08-06,1,628530.0,4218570.0,0,-23.587532958984355
2022-08-09,1,628530.0,4218570.0,0,2.954300537109418
2022-08-10,1,628530.0,4218570.0,0,4.0581713867187545
2022-08-11,1,628530.0,4218570.0,0,1.218881835937509
2022-08-12,1,628530.0,4218570.0,0,4.060837402343793
2022-08-13,1,628530.0,4218570.0,0,4.382713623046925
2022-08-14,1,628530.0,4218570.0,0,2.4074694824219023
2022-08-17,1,628530.0,4218570.0,0,2.118570556640634
2022-08-18,1,628530.0,4218570.0,0,2.414617919921909
2022-08-19,1,628530.0,4218570.0,0,5.972023925781286
2022-08-20,1,628530.0,4218570.0,0,3.7451281738281637
2022-08-21,1,628530.0,4218570.0,0,-1.444284667968759
2022-08-22,1,628530.0,4218570.0,0,5.987132568359414
2022-08-25,1,628530.0,4218570.0,0,9.612967529296895
2022-08-26,1,628530.0,4218570.0,0,10.181452636718745
2022-08-27,1,628530.0,4218570.0,0,8.11956054687505
2022-08-28,1,628530.0,4218570.0,0,9.089830322265641
2022-08-29,1,628530.0,4218570.0,0,10.503415527343748
2022-08-30,1,628530.0,4218570.0,0,12.420009765625025
2022-09-02,1,628530.0,4218570.0,0,2.798452148437491
2022-09-03,1,628530.0,4218570.0,0,10.359807128906255
2022-09-04,1,628530.0,4218570.0,0,9.805886230468786
2022-09-05,1,628530.0,4218570.0,0,3.7142553710937705
2022-09-06,1,628530.0,4218570.0,0,8.310942382812527
2022-09-07,1,628530.0,4218570.0,0,3.8793383789062545
2022-09-10,1,628530.0,4218570.0,0,5.868259277343782
2022-09-11,1,628530.0,4218570.0,0,26.785277099609402
2022-09-12,1,628530.0,4218570.0,0,29.685419921874995
2022-09-13,1,628530.0,4218570.0,0,13.590329589843748
2022-09-14,1,628530.0,4218570.0,0,18.042414550781245
2022-09-15,1,628530.0,4218570.0,0,19.765052490234382
2022-09-18,1,628530.0,4218570.0,0,13.421191406250045
2022-09-19,1,628530.0,4218570.0,0,16.269320068359377
2022-09-20,1,628530.0,4218570.0,0,15.848031005859411
2022-09-21,1,628530.0,4218570.0,0,19.771662597656245
2022-09-22,1,628530.0,4218570.0,0,14.892254638671886
2022-09-23,1,628530.0,4218570.0,0,15.092171630859411
2022-09-26,1,628530.0,4218570.0,0,17.414693603515673
2022-09-27,1,628530.0,4218570.0,0,17.85763061523437
2022-09-28,1,628530.0,4218570.0,0,16.1685717773438
2022-09-29,1,628530.0,4218570.0,0,18.9237634277344
2022-09-30,1,628530.0,4218570.0,0,15.807075195312507
