time,y,x,band,spatial_ref,Corn3_pydms_sharpened_modis_catd
2022-06-10,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-10,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-10,4218915.448835425,629385.2947743271,1.0,0.0,14.349289550781293
2022-06-10,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-10,4218124.264616517,629385.2947743271,1.0,0.0,15.691727294921918
2022-06-10,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-10,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-10,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-11,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-11,4218915.448835425,629385.2947743271,1.0,0.0,13.414273681640623
2022-06-11,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-11,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-11,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-11,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-11,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-11,4218124.264616517,629385.2947743271,1.0,0.0,14.778134765624998
2022-06-12,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-12,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-12,4218915.448835425,629385.2947743271,1.0,0.0,4.702974853515627
2022-06-12,4218124.264616517,629385.2947743271,1.0,0.0,4.811617431640627
2022-06-12,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-12,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-12,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-12,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-13,4218915.448835425,629385.2947743271,1.0,0.0,21.94851806640628
2022-06-13,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-13,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-13,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-13,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-13,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-13,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-13,4218124.264616517,629385.2947743271,1.0,0.0,22.55514648437503
2022-06-14,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-14,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-14,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-14,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-14,4218915.448835425,629385.2947743271,1.0,0.0,11.858040771484411
2022-06-14,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-14,4218124.264616517,629385.2947743271,1.0,0.0,12.854378662109411
2022-06-14,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-15,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-15,4218124.264616517,629385.2947743271,1.0,0.0,19.803198242187534
2022-06-15,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-15,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-15,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-15,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-15,4218915.448835425,629385.2947743271,1.0,0.0,18.434606933593784
2022-06-15,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-16,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-16,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-16,4218124.264616517,629385.2947743271,1.0,0.0,12.952153320312505
2022-06-16,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-16,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-16,4218915.448835425,629385.2947743271,1.0,0.0,8.602971191406255
2022-06-16,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-16,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-17,4218124.264616517,629385.2947743271,1.0,0.0,10.409586181640634
2022-06-17,4218915.448835425,629385.2947743271,1.0,0.0,7.609903564453134
2022-06-17,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-17,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-17,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-17,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-17,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-17,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-18,4218915.448835425,629385.2947743271,1.0,0.0,15.417365722656257
2022-06-18,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-18,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-18,4218124.264616517,629385.2947743271,1.0,0.0,20.357551269531257
2022-06-18,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-18,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-18,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-18,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-19,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-19,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-19,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-19,4218124.264616517,629385.2947743271,1.0,0.0,12.836223144531289
2022-06-19,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-19,4218915.448835425,629385.2947743271,1.0,0.0,10.577128906250039
2022-06-19,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-19,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-20,4218124.264616517,629385.2947743271,1.0,0.0,18.09281860351564
2022-06-20,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-20,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-20,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-20,4218915.448835425,629385.2947743271,1.0,0.0,14.711287841796889
2022-06-20,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-20,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-20,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-21,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-21,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-21,4218915.448835425,629385.2947743271,1.0,0.0,3.5785485839844
2022-06-21,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-21,4218124.264616517,629385.2947743271,1.0,0.0,4.405117187500025
2022-06-21,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-21,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-21,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-22,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-22,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-22,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-22,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-22,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-22,4218915.448835425,629385.2947743271,1.0,0.0,-7.582734374999973
2022-06-22,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-22,4218124.264616517,629385.2947743271,1.0,0.0,0.2527758789062773
2022-06-23,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-23,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-23,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-23,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-23,4218124.264616517,629385.2947743271,1.0,0.0,10.155209960937498
2022-06-23,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-23,4218915.448835425,629385.2947743271,1.0,0.0,3.7891516113281227
2022-06-23,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-24,4218124.264616517,629385.2947743271,1.0,0.0,10.25691528320317
2022-06-24,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-24,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-24,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-24,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-24,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-24,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-24,4218915.448835425,629385.2947743271,1.0,0.0,7.3004333496094205
2022-06-25,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-25,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-25,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-25,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-25,4218915.448835425,629385.2947743271,1.0,0.0,6.281295166015639
2022-06-25,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-25,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-25,4218124.264616517,629385.2947743271,1.0,0.0,8.514937744140639
2022-06-26,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-26,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-26,4218915.448835425,629385.2947743271,1.0,0.0,5.716408691406286
2022-06-26,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-26,4218124.264616517,629385.2947743271,1.0,0.0,7.206276855468786
2022-06-26,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-26,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-26,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-27,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-27,4218915.448835425,629385.2947743271,1.0,0.0,4.737891845703132
2022-06-27,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-27,4218124.264616517,629385.2947743271,1.0,0.0,7.660834960937507
2022-06-27,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-27,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-27,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-27,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-28,4218124.264616517,629385.2947743271,1.0,0.0,3.447913818359382
2022-06-28,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-28,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-28,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-28,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-28,4218915.448835425,629385.2947743271,1.0,0.0,2.820472412109382
2022-06-28,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-28,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-29,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-29,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-06-29,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-29,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-29,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-29,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-29,4218124.264616517,629385.2947743271,1.0,0.0,7.105689697265632
2022-06-29,4218915.448835425,629385.2947743271,1.0,0.0,4.405616455078132
2022-06-30,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-06-30,4218124.264616517,629385.2947743271,1.0,0.0,5.387156982421914
2022-06-30,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-06-30,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-06-30,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-06-30,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-06-30,4218915.448835425,629385.2947743271,1.0,0.0,4.198314208984414
2022-06-30,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-01,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-01,4218915.448835425,629385.2947743271,1.0,0.0,9.650277099609411
2022-07-01,4218124.264616517,629385.2947743271,1.0,0.0,11.774392089843786
2022-07-01,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-01,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-01,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-01,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-01,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-02,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-02,4218124.264616517,629385.2947743271,1.0,0.0,4.4548913574219
2022-07-02,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-02,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-02,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-02,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-02,4218915.448835425,629385.2947743271,1.0,0.0,3.176174316406275
2022-07-02,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-03,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-03,4218124.264616517,629385.2947743271,1.0,0.0,7.577283935546916
2022-07-03,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-03,4218915.448835425,629385.2947743271,1.0,0.0,7.264967041015666
2022-07-03,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-03,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-03,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-03,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-04,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-04,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-04,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-04,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-04,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-04,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-04,4218124.264616517,629385.2947743271,1.0,0.0,4.930124511718759
2022-07-04,4218915.448835425,629385.2947743271,1.0,0.0,5.610788574218759
2022-07-05,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-05,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-05,4218915.448835425,629385.2947743271,1.0,0.0,6.247545166015641
2022-07-05,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-05,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-05,4218124.264616517,629385.2947743271,1.0,0.0,7.017351074218766
2022-07-05,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-05,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-06,4218124.264616517,629385.2947743271,1.0,0.0,6.853466796875011
2022-07-06,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-06,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-06,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-06,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-06,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-06,4218915.448835425,629385.2947743271,1.0,0.0,5.987896728515636
2022-07-06,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-07,4218915.448835425,629385.2947743271,1.0,0.0,6.178419189453166
2022-07-07,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-07,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-07,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-07,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-07,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-07,4218124.264616517,629385.2947743271,1.0,0.0,6.107496337890666
2022-07-07,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-08,4218124.264616517,629385.2947743271,1.0,0.0,7.978355712890675
2022-07-08,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-08,4218915.448835425,629385.2947743271,1.0,0.0,7.891380615234425
2022-07-08,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-08,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-08,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-08,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-08,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-09,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-09,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-09,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-09,4218915.448835425,629385.2947743271,1.0,0.0,3.0794213867187636
2022-07-09,4218124.264616517,629385.2947743271,1.0,0.0,2.8863671875000136
2022-07-09,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-09,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-09,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-10,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-10,4218915.448835425,629385.2947743271,1.0,0.0,5.968413085937527
2022-07-10,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-10,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-10,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-10,4218124.264616517,629385.2947743271,1.0,0.0,5.986967773437527
2022-07-10,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-10,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-11,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-11,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-11,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-11,4218124.264616517,629385.2947743271,1.0,0.0,3.7550036621094023
2022-07-11,4218915.448835425,629385.2947743271,1.0,0.0,3.6781604003906523
2022-07-11,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-11,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-11,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-12,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-12,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-12,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-12,4218915.448835425,629385.2947743271,1.0,0.0,-1.4847741699218773
2022-07-12,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-12,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-12,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-12,4218124.264616517,629385.2947743271,1.0,0.0,-1.2089257812500023
2022-07-13,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-13,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-13,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-13,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-13,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-13,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-13,4218124.264616517,629385.2947743271,1.0,0.0,4.178809814453132
2022-07-13,4218915.448835425,629385.2947743271,1.0,0.0,4.401984863281257
2022-07-14,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-14,4218124.264616517,629385.2947743271,1.0,0.0,4.6185485839844205
2022-07-14,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-14,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-14,4218915.448835425,629385.2947743271,1.0,0.0,4.5497619628906705
2022-07-14,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-14,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-14,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-15,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-15,4218915.448835425,629385.2947743271,1.0,0.0,5.4363012695312705
2022-07-15,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-15,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-15,4218124.264616517,629385.2947743271,1.0,0.0,4.8083715820312705
2022-07-15,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-15,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-15,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-16,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-16,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-16,4218915.448835425,629385.2947743271,1.0,0.0,6.051401367187509
2022-07-16,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-16,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-16,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-16,4218124.264616517,629385.2947743271,1.0,0.0,5.716348876953134
2022-07-16,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-17,4218915.448835425,629385.2947743271,1.0,0.0,2.367149658203175
2022-07-17,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-17,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-17,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-17,4218124.264616517,629385.2947743271,1.0,0.0,2.033775634765675
2022-07-17,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-17,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-17,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-18,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-18,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-18,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-18,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-18,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-18,4218124.264616517,629385.2947743271,1.0,0.0,3.3010278320312523
2022-07-18,4218915.448835425,629385.2947743271,1.0,0.0,3.4027429199218773
2022-07-18,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-19,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-19,4218915.448835425,629039.988318814,1.0,0.0,NA
2022-07-19,4218124.264616517,629385.2947743271,1.0,0.0,1.5612158203124977
2022-07-19,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-19,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-19,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-19,4218915.448835425,629385.2947743271,1.0,0.0,1.4751562499999977
2022-07-19,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-20,4218915.448835425,629385.2947743271,1.0,0.0,3.7738061523437523
2022-07-20,4218124.264616517,629385.2947743271,1.0,0.0,3.0192590332031273
2022-07-20,4219026.109108419,629039.988318814,1.0,0.0,NA
2022-07-20,4218562.796391891,629385.2947743271,1.0,0.0,NA
2022-07-20,4219026.109108419,629385.2947743271,1.0,0.0,NA
2022-07-20,4218124.264616517,629039.988318814,1.0,0.0,NA
2022-07-20,4218562.796391891,629039.988318814,1.0,0.0,NA
2022-07-20,4218915.448835425,629039.988318814,1.0,0.0,NA
